"Variable_Name","Code_Display","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Dataset","Subset","Group","SubGroup","Set_group_order","Version_or_questions","DSSAT_synon","DSSAT_group","DSSAT_order","MinVal","MaxVal","var_uid"
"senesced_lignin_to_soil","SENLS","SENLS",,,"Senesced lignin added to soil","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,,1289
"senesced_N_added_litter","SENN0","SENN0",,,"Senesced N added to litter","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,,1290
"senesced_N_added_to_soil","SENNS","SENNS",,,"Senesced N added to soil","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,,1291
"senesced_N_add_lit_soil","SENNT","SENNT",,,"Senesced N added to litter+soil","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,,1292
"senesced_wt_to_soil","SENWT","SENWT",,,"Senesced wt added to litter+soil","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,,1293
"N_stress_photosyn_leaf","NSPAV","NSPAV",,,"Nitrogen stress factor, physiol average for life span of a single leaf (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,1,1294
"N_stress_photosyn_daily","NSTD","NSTD",,,"Nitrogen stress factor, photosynthesis (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,1,1295
"N_to_P_ratio","NTOP","NTOP",,,"N to P ratio in vegetative tissue","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,,,,,,1296
"P_stress_veg","PST1A","PST1A",,,"P stress which affects vegetative partitioning (0-1)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,,,,0,1,1297
"P_stress_photo","PST2A","PST2A",,,"P stress factor for reducing photosynthate (0-1)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,,,,0,1,1298
"reserves_factor_photosyn","RSFP","RSFP",,,"Reserves factor for photosynthesis (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,1,1299
"soil_organic_carbon","SOCD","SOCD",,,"Soil organic carbon, total in profile","t/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,,1300
"litter_P_on_surface","LP0D","LP0D",,,"Litter P in surface litter","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,".",,,0,,1301
"litter_P_total","LPTD","LPTD",,,"Litter P in all soil layers and surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,,,,0,,1302
"total_active_P_kg/ha","PACTD","PACTD",,,"Total active soil P                        .","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,,,,0,,1303
"P_immobilized_cum","PIMC","PIMC",,,"Cumulative P immobilization                   .","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,,,,0,,1304
"total_inorganic_P_in_soil","PITTD","PITTD",,,"Total inorganic soil P                    .","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,,,,0,,1305
"total_labile_P_in_soil","PLBTD","PLBTD",,,"Total labile soil P                         .","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,,,,0,,1306
"P_leached","PLCC","PLCC",,,"Phosphorus leached, cumulative from bottom of profile","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,".",,,0,,1307
"organic_P_active_surface","S1P0D","S1P0D",,,"Organic P, active on surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,".",,,0,,1308
"P_conc_tile_drain","TDPCD","TDPCD",,,"Tile reactive P concentration","10-6g[P]/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,"2021-02-25, chp",".",,,0,,1309
"org_P_active_soil_total","S1PTD","S1PTD",,,"Organic P, active,soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,".",,,0,,1310
"total_soil_P","SLPAD","SLPAD",,,"Total P in soil","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,,,,0,,1311
"soil_P_at_maturity","SLPAM","SLPAM",,,"Soil P at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,,".",,,0,,1312
"litter_C_on_surface","LC0D","LC0D",,,"Litter carbon on surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,,".",,,0,,1313
"litter_carbon_total","LCTD","LCTD",,,"Litter carbon, total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,,".",,,0,,1314
"litter_C_metabol_surface","MEC0D","MEC0D",,,"Litter carbon, metabolic surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,,".",,,0,,1315
"litter_C_metabolic","MECTD","MECTD",,,"Litter carbon, metabolic","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,,".",,,0,,1316
"litter_N_metabol_surface","MEN0D","MEN0D",,,"Litter N, metabolic surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,,".",,,0,,1317
"litter_N_metabolic","MENTD","MENTD",,,"Litter N, metabolic","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,,".",,,0,,1318
"litter_P_metabol_surface","MEP0D","MEP0D",,,"Litter P, metabolic surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,,".",,,0,,1319
"litter_P_metabolic","MEPTD","MEPTD",,,"Litter P, metabolic","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,,".",,,0,,1320
"CO2_emissions_day","CO2ED","CO2ED",,,"Daily CO2 emitted from decomposition of SOM","g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",,,0,,1321
"N2O_emissions_day","N2OED","N2OED",,,"Daily N2O emitted from soil","g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",,,0,,1322
"CH4_emissions_day","CH4ED","CH4ED",,,"Daily methane emitted from soil","g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",,,0,,1323
"NH3_emissions_day","NH3ED","NH3ED",,,"Daily ammonia emitted from soil","g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",,,0,,1324
"NH4_emissions_day","NH4ED","NH4ED",,,"Daily ammonium emitted from soil","g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",,,0,,1325
"PAR_interception-daily","LI%D","LIPCD",,,"PAR (light) interception","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,,,,0,100,1326
"PAR_intercepted_noon","LI%N","LIPCN",,,"PAR (light) noon interception","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,".",,,0,100,1327
"PAR_interception","PARI","PARI",,,"PAR interception","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,"LI%D",,,0,100,1328
"canopy_temp_daily_avg","TGAV","TGAV",,,"Temperature, daily canopy average","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,".",,,,,1329
"temperature_noon_canopy","TGNN","TGNN",,,"Temperature, noon canopy","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,".",,,,,1330
"photosynth_gross_CH2O","PHAD","PHAD",,,"Photosynthesis, gross (as CH2O)","g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,".",,,0,,1331
"PAR_utiliz_efficiency","PARUE","PARUE",,,"PAR utilization efficiency","g/MJ","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,".",,,0,,1332
"photosyn_gross_CO2_noon","PHAN","PHAN",,,"Photosynthesis, gross (CO2), noon","mg/(m2.s)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,".",,,0,,1333
"rainfall_cumulative","PREC","PREC",,,"Rainfall, cumulative","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,,".",,,0,,1334
"seed_N_conc_planting","SDN%D","SDNPCD",,,"Seed (i.e., what is sown) nitrogen concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,".",,,0,,1335
"N_inorganic_appl_tot","NICM","NICM",,,"N, inorganic, applied up to harvest maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,".",,,0,,1336
"org_matter_appl_dry_cum","OMAC","OMAC",,,"Organic matter appl (dry), cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,".",,,0,,1337
"phosphorus_applied_cum","PICM","PICM",,,"Phosphorus applied (cumulative)  ","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,,,,0,,1338
"seed_or_what_sown_N","SDNAD","SDNAD",,,"Seed (i.e., what sown) nitrogen","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,".",,,0,,1339
"weight_of_sown_seed","SDWAD","SDWAD",,,"Seed (i.e., what sown) weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,".",,,0,,1340
"irrigation_cumulative","IRRC","IRRC",,,"Irrigation, cumulative","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,".",,,0,,1341
"irrigation","IRRD","IRRD",,,"Irrigation amount per day","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,".",,,0,,1342
"N_applications","NI#M","NInoM",,,"N applications","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,".",,,,,1343
"phosphorus_applic_no","PI#M","PInoM",,,"Phosphorus applications (cumulative no.)   ","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,,,,,,,1344
"bulk_dens_puddl_surf_lyr","FLBD","FLBD",,,"Soil bulk density, puddled surface lyer","g/cm3","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1345
"floodwater_Ammoniacal_N","FL4N","FL4N",,,"Floodwater Ammoniacal N","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1346
"floodwater_Urea_N","FLUR","FLUR",,,"Floodwater Urea N","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1347
"floodwater_denitrif_rate","FDEN","FDEN",,,"Floodwater denitrification date (N)","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1348
"urea_N_hydrol_rt_flood","FUHY","FUHY",,,"Urea N Hydrolysis Rate in Floodwater","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1349
"floodwtr_aqu_NH3_N_conc","FL3C","FL3C",,,"Floodwater Aqueous NH3 N Conc.","mg/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1350
"floodwtr_nitrate_N_conc","FL3N","FL3N",,,"Floodwater Nitrate N (NO3) Conc.","mg/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1351
"floodwtr_ammonium_N_conc","FL4C","FL4C",,,"Floodwater Ammonium N (NH4) Conc.","mg/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1352
"floodwater_depth","FLDD","FLDD",,,"Floodwater depth","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1353
"floodwtr_runoff_ovr_bund","FROD","FROD",,,"Floodwater runoff over bund","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1354
"infiltration_rate","INFD","INFD",,,"Infiltration rate","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,,1355
"floodwater_photosyn_ind","FALG","FALG",,,"Floodwater photosynth. activity index (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,,,,0,1,1356
"floodwater_light_index","FALI","FALI",,,"Floodwater light index (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,1,1357
"floodwater_N_index","FLNI","FLNI",,,"Floodwater nitrogen Index (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,1,1358
"floodwater_pH_max_day","FLPH","FLPH",,,"Floodwater pH, maximum daytime","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,,,1359
"floodwater_temper_index","FLTI","FLTI",,,"Floodwater Temperature Index (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,,".",,,0,1,1360
"plant_pop_reduct_cum","CPO%","CPOPC",,,"Plant population reduction, cumulative","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,100,1361
"incr_disease_lf_ar_pcent","DLA%","DLAPC",,,"Leaf area, increase in diseased area fraction","%/day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1362
"plant_pop_reduction_day","DPO%","DPOPC",,,"Plant population reduction","%/day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1363
"root_length_consum_cumul","CRLF","CRLF",,,"Root length consumed, cumulative","cm/cm2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1364
"root_length_consumed","DRLF","DRLF",,,"Root length consumed","cm/(cm2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1365
"root_lngth_dens_cons_cum","CRLV","CRLV",,,"Root ln density consumed, cumulative","cm/cm3","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1366
"root_length_dens_consum","DRLV","DRLV",,,"Root length density consumed","cm/(cm3.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1367
"increase_disease_lf_area","DLA","DLA",,,"Leaf area, increase in diseased area","cm2/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1368
"leaf_mass_consumed_cumu","CLFM","CLFM",,,"Leaf mass consumed, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1369
"root_mass_consum_cumul","CRTM","CRTM",,,"Root mass consumed, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1370
"grain_mass_consum_cumul","CSDM","CSDM",,,"Grain mass consumed, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1371
"shell_mass_consum_cumul","CSHM","CSHM",,,"Shell mass consumed, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1372
"stem_mass_consum_cumul","CSTM","CSTM",,,"Stem mass consumed, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1373
"grain_mass_consumed","DSDM","DSDM",,,"Grain mass consumed","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1374
"stem_mass_consumed","DSTM","DSTM",,,"Stem mass consumed","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1375
"leaf_mass_consumed","DLFM","DLFM",,,"Leaf mass consumed per day","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1376
"root_mass_consumed","DRTM","DRTM",,,"Root mass consumed","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1377
"shell_mass_consumed","DSHM","DSHM",,,"Shell mass consumed","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1378
"leaf_area_consumed_cumu","CLAI","CLAI",,,"Leaf area consumed or destroyed by pests or diseases, cumulative","m2/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1379
"leaf_area_consumption","DLAI","DLAI",,,"Leaf area consumed per day","m2/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1380
"corn_earworm","CEW","CEW",,,"Corn earworms population (larvae)","number/m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1381
"velvetbn_catrpllar_5inst","VBC5","VBC5",,,"Velvetbean caterpillar 5 instar count","number/m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1382
"velvetbn_catrpllar_6inst","VBC6","VBC6",,,"Velvetbean caterpillar 6 instar count","number/m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1383
"grain_numb_consum_cumul","CSD#","CSDno",,,"Grain number consumed, cumulative","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1384
"shell_numb_consum_cumul","CSH#","CSHno",,,"Shell number consumed, cumulative","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1385
"fall_armyworm","FAW","FAW",,,"Fall armyworm population count","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1386
"root_worm","RTWM","RTWM",,,"Root worm population count","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1387
"southern_green_stinkbug","SGSB","SGSB",,,"Southern green stinkbug population count","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1388
"soybean_looper","SL","SL",,,"Soybean looper population count","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1389
"grain_number_consumed","DSD#","DSDno",,,"Grain number consumed","number/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1390
"shell_number_consumed","DSH#","DSHno",,,"Shell number consumed","number/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,".",,,0,,1391
"lodging_percent","LDG%D","LDGPCD",,,"Percent lodging","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,,,,0,,1392
"plant_population","PLPD","PLPD",,,"Plant population","number/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,,,,,0,,1393
